Order ID,Order Date,Shop,Pick Up Emirate,Drop Off Emirate,Drop Off Area,Delivery Company,Status,COD,Delivery Cost,Charge to Customer,Category,Delivery Route,Month - Formula,Month
3665,3/10/2020,Shop022,Abu Dhabi,Dubai,Jumeriah 2 street 19B villa 15B,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Dubai,October,October
3667,3/10/2020,Shop036,Dubai,Dubai,Al Manara,DeliveryCompany01,Delivered,AED 165.00,AED 32.00,AED 50.00,SD,Dubai to Dubai,October,October
3670,3/10/2020,Shop029,Abu Dhabi,Dubai,Al Warqa 2,DeliveryCompany01,Assigned,,AED 32.00,AED 50.00,,Abu Dhabi to Dubai,October,October
3668,3/10/2020,Shop077,Abu Dhabi,Ras Al Khaimah,,DeliveryCompany01,Cancelled/Returned,,,,,Abu Dhabi to Ras Al Khaimah,October,October
3671,3/10/2020,Shop083,Dubai,Abu Dhabi,Al Zahia Tourist Club,DeliveryCompany01,Assigned,AED 50.00,AED 32.00,AED 50.00,,Dubai to Abu Dhabi,October,October
3664,3/10/2020,Shop011,Sharjah,Dubai,al safa 1 safa 1,DeliveryCompany01,Delivered,,AED 32.00,AED 45.00,SD,Sharjah to Dubai,October,October
3677,4/10/2020,Shop008,Dubai,Abu Dhabi,MBZ City,DeliveryCompany01,Delivered,AED 50.00,AED 32.00,AED 50.00,SD,Dubai to Abu Dhabi,October,October
3673,4/10/2020,Shop011,Sharjah,Dubai,Al Safa1,DeliveryCompany01,Delivered,,AED 32.00,AED 45.00,SD,Sharjah to Dubai,October,October
3685,4/10/2020,Shop084,Dubai,Ras Al Khaimah,Defan Al Khour,DeliveryCompany01,Delivered,AED 210.00,AED 32.00,AED 50.00,SD,Dubai to Ras Al Khaimah,October,October
3674,4/10/2020,Shop011,Sharjah,Abu Dhabi,Al Saadiyat,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3686,4/10/2020,Shop084,Dubai,Sharjah,Al Dhait,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Sharjah,October,October
3694,4/10/2020,Shop084,Dubai,Sharjah,Al Dhait,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Sharjah,October,October
3675,4/10/2020,Shop085,Abu Dhabi,Al Ain,Al Fouah,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Al Ain,October,October
3679,4/10/2020,Shop016,Dubai,Dubai,Al Jaddaf D1,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3676,4/10/2020,Shop085,Abu Dhabi,Sharjah,University Hospital Sharjah,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Sharjah,October,October
3682,4/10/2020,Shop016,Dubai,Dubai,Down Town,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3681,4/10/2020,Shop016,Dubai,Abu Dhabi,Al Khalidiya,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Abu Dhabi,October,October
3688,4/10/2020,Shop029,Dubai,Dubai,Dubai Design District ,DeliveryCompany01,Delivered,AED 45.00,AED 32.00,AED 45.00,SD,Dubai to Dubai,October,October
3691,4/10/2020,Shop022,Abu Dhabi,Abu Dhabi,khalifa city ,DeliveryCompany02,Delivered,,AED 30.00,AED 30.00,SD,Abu Dhabi to Abu Dhabi,October,October
3680,4/10/2020,Shop016,Dubai,Dubai,Meadows 9 street villa 18,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3695,4/10/2020,Shop017,Dubai,Ras Al Khaimah,Al Mataf street,DeliveryCompany01,Delivered,AED 110.00,AED 32.00,AED 50.00,SD,Dubai to Ras Al Khaimah,October,October
3672,4/10/2020,Shop077,Abu Dhabi,Ras Al Khaimah,,DeliveryCompany01,Delivered,,AED 32.00,AED 60.00,SD,Abu Dhabi to Ras Al Khaimah,October,October
3692,4/10/2020,Shop086,Abu Dhabi,Dubai,Al Manara,DeliveryCompany02,Delivered,,AED 30.00,AED 50.00,SD,Abu Dhabi to Dubai,October,October
3684,4/10/2020,Shop084,Dubai,Abu Dhabi,MBZ City,DeliveryCompany01,Delivered,AED 145.00,AED 32.00,AED 50.00,SD,Dubai to Abu Dhabi,October,October
3678,4/10/2020,Shop007,Sharjah,Abu Dhabi,Al Falah City,DeliveryCompany01,Delivered,AED 125.00,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3693,4/10/2020,Shop007,Sharjah,Fujeirah,Al Rifaa,DeliveryCompany01,Delivered,AED 125.00,AED 32.00,AED 50.00,SD,Sharjah to Fujeirah,October,October
3690,4/10/2020,Shop007,Sharjah,Abu Dhabi,Khalifa city ,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3683,4/10/2020,Shop016,Dubai,Dubai,Umm Saquim,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3689,4/10/2020,Shop087,Dubai,Abu Dhabi,Al Nahyan,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Abu Dhabi,October,October
3687,4/10/2020,Shop088,Dubai,Fujeirah,Al Garya,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Fujeirah,October,October
3701,5/10/2020,Shop035,Sharjah,Ras Al Khaimah,Al Mataf,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Ras Al Khaimah,October,October
3699,5/10/2020,Shop085,Abu Dhabi,Dubai,Bay Island,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Dubai,October,October
3709,5/10/2020,Shop036,Dubai,Ras Al Khaimah,Al Dhait South ,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Ras Al Khaimah,October,October
3707,5/10/2020,Shop085,Abu Dhabi,Al Ain,Hazza Bin Zayed Staduim,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Al Ain,October,October
3700,5/10/2020,Shop063,Dubai,Abu Dhabi,Al Maryah Area,DeliveryCompany01,Delivered,AED 210.00,AED 32.00,AED 50.00,SD,Dubai to Abu Dhabi,October,October
3705,5/10/2020,Shop035,Sharjah,Abu Dhabi,Rebdan Al Maqta,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3698,5/10/2020,Shop001,Abu Dhabi,Dubai,Al Barsha 3,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Dubai,October,October
3696,5/10/2020,Shop016,Dubai,Dubai,Barsha,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3697,5/10/2020,Shop041,Dubai,Dubai,Al Barsha 3,DeliveryCompany01,Delivered,,AED 32.00,AED 45.00,SD,Dubai to Dubai,October,October
3703,5/10/2020,Shop052,Sharjah,Abu Dhabi,Al Bateen Park,DeliveryCompany01,Delivered,,AED 32.00,AED 60.00,SD,Sharjah to Abu Dhabi,October,October
3706,5/10/2020,Shop035,Sharjah,Abu Dhabi,AL Shahama,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3704,5/10/2020,Shop039,Abu Dhabi,Abu Dhabi,Al Mushrif,DeliveryCompany05,Delivered,,AED 18.00,AED 45.00,SD,Abu Dhabi to Abu Dhabi,October,October
3702,5/10/2020,Shop052,Sharjah,Dubai,The Binary By Omniyat,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Dubai,October,October
3708,5/10/2020,Shop036,Dubai,Ras Al Khaimah,Al Dhait South ,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Ras Al Khaimah,October,October
3726,6/10/2020,Shop084,Dubai,Al Ain,Al Towayyah,DeliveryCompany01,Delivered,,,,SD,Dubai to Al Ain,October,October
3710,6/10/2020,Shop028,Ajman,Abu Dhabi,Al Bateen,DeliveryCompany01,Delivered,"AED 2,345.00",AED 32.00,AED 50.00,SD,Ajman to Abu Dhabi,October,October
3719,6/10/2020,Shop089,Al Ain,Abu Dhabi,Al Sharh,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Al Ain to Abu Dhabi,October,October
3724,6/10/2020,Shop084,Dubai,Ras Al Khaimah,Wadui Kub,DeliveryCompany01,Delivered,AED 115.00,AED 32.00,AED 50.00,SD,Dubai to Ras Al Khaimah,October,October
3718,6/10/2020,Shop089,Al Ain,Abu Dhabi,Al Raha,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Al Ain to Abu Dhabi,October,October
3720,6/10/2020,Shop027,Abu Dhabi,Ajman,Al Jurf,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Ajman,October,October
3713,6/10/2020,Shop016,Dubai,Dubai,Down town,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3712,6/10/2020,Shop016,Dubai,Dubai,Al Barsha 1,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3717,6/10/2020,Shop089,Al Ain,Abu Dhabi,Al Maqta,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Al Ain to Abu Dhabi,October,October
3722,6/10/2020,Shop029,Sharjah,Abu Dhabi,New Al Falah,DeliveryCompany01,Delivered,,,,SD,Sharjah to Abu Dhabi,October,October
3721,6/10/2020,Shop022,Abu Dhabi,Sharjah,Al Falaj,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Sharjah,October,October
3725,6/10/2020,Shop084,Dubai,Dubai,DownTown Dubai,DeliveryCompany01,Delivered,AED 180.00,,,SD,Dubai to Dubai,October,October
3716,6/10/2020,Shop022,Abu Dhabi,Dubai,Al Barsha 2,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Dubai,October,October
,6/10/2020,Shop049,Abu Dhabi,Abu Dhabi,Al Muroor,DeliveryCompany05,Delivered,,,,SD,Abu Dhabi to Abu Dhabi,October,October
3723,6/10/2020,Shop085,Abu Dhabi,Ajman,AL Jurf 2,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Ajman,October,October
3711,6/10/2020,Shop003,Abu Dhabi,Fujeirah,Al Bidya,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Fujeirah,October,October
3715,6/10/2020,Shop016,Dubai,Dubai,The Greens,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3714,6/10/2020,Shop016,Dubai,Dubai,Spring 9,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
,6/10/2020,Shop049,Abu Dhabi,Abu Dhabi,N/A,DeliveryCompany05,Delivered,,,,SD,Abu Dhabi to Abu Dhabi,October,October
3742,7/10/2020,Shop035,Sharjah,Abu Dhabi,Khalifa A,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3736,7/10/2020,Shop016,Dubai,Dubai,Palm Jumeriah,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3738,7/10/2020,Shop022,Abu Dhabi,Al Ain,Al Masoudi,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Al Ain,October,October
3745,7/10/2020,Shop018,Abu Dhabi,Sharjah,Alhumriah,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Sharjah,October,October
3732,7/10/2020,Shop011,Sharjah,Abu Dhabi,Saadiyat Island,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3731,7/10/2020,Shop011,Sharjah,Dubai,Al Safa 1,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Dubai,October,October
3750,7/10/2020,Shop078,Dubai,Abu Dhabi,Al Shahama,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Abu Dhabi,October,October
3740,7/10/2020,Shop085,Abu Dhabi,Al Ain,Falaj Hazza ,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Al Ain,October,October
3747,7/10/2020,Shop001,Abu Dhabi,Al Ain,Al Bateen,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Al Ain,October,October
3739,7/10/2020,Shop084,Dubai,Sharjah,Al noaf,DeliveryCompany01,Delivered,AED 135.00,AED 32.00,AED 50.00,SD,Dubai to Sharjah,October,October
3730,7/10/2020,Shop085,Abu Dhabi,Dubai,Jumairah 2,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Dubai,October,October
3751,7/10/2020,Shop068,Abu Dhabi,Sharjah,Al Dhaid,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Sharjah,October,October
3737,7/10/2020,Shop088,Dubai,Ras Al Khaimah,Al Rams ,DeliveryCompany01,Delivered,AED 155.00,AED 32.00,AED 50.00,SD,Dubai to Ras Al Khaimah,October,October
3752,7/10/2020,Shop090,Dubai,Abu Dhabi,Al Karamah,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Abu Dhabi,October,October
3746,7/10/2020,Shop001,Abu Dhabi,Dubai,Al Safa 1,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Dubai,October,October
3754,7/10/2020,Shop091,Abu Dhabi,Abu Dhabi,Cornish,DeliveryCompany05,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Abu Dhabi,October,October
3749,7/10/2020,Shop019,Dubai,Fujeirah,AlEthihad,DeliveryCompany01,Delivered,AED 150.00,AED 32.00,AED 50.00,SD,Dubai to Fujeirah,October,October
3741,7/10/2020,Shop016,Dubai,Dubai,Barsha 2,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3729,7/10/2020,Shop007,Sharjah,Abu Dhabi,Al Saadiyat,DeliveryCompany01,Delivered,AED 50.00,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3743,7/10/2020,Shop013,Dubai,Sharjah,Khourfakan,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Sharjah,October,October
3734,7/10/2020,Shop016,Dubai,Dubai,Al Hessah,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3753,7/10/2020,Shop090,Abu Dhabi,Dubai,Al Khawaneeh 1,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Dubai,October,October
3728,7/10/2020,Shop007,Sharjah,Abu Dhabi,Al Salam ,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3733,7/10/2020,Shop063,Dubai,Umm Al Quwain,Al Salmah,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Dubai to Umm Al Quwain,October,October
3744,7/10/2020,Shop035,Sharjah,Abu Dhabi,Shakbout City ,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Sharjah to Abu Dhabi,October,October
3735,7/10/2020,Shop016,Dubai,Dubai,City Walk ,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3748,7/10/2020,Shop001,Abu Dhabi,Sharjah,Muwafjah,DeliveryCompany01,Delivered,,AED 32.00,AED 50.00,SD,Abu Dhabi to Sharjah,October,October
3768,8/10/2020,Shop081,Abu Dhabi,Sharjah,Al Maliha,DeliveryCompany01,Delivered,AED 310.00,,,SD,Abu Dhabi to Sharjah,October,October
3757,8/10/2020,Shop088,Dubai,Umm Al Quwain,Falaj Al Muala,DeliveryCompany02,Delivered,,,,SD,Dubai to Umm Al Quwain,October,October
3764,8/10/2020,Shop013,Dubai,Abu Dhabi,Khalifa City A,DeliveryCompany01,Delivered,,,,SD,Dubai to Abu Dhabi,October,October
3772,8/10/2020,Shop011,Sharjah,Dubai,Al Safa 1,DeliveryCompany01,Delivered,,,,SD,Sharjah to Dubai,October,October
3766,8/10/2020,Shop001,Abu Dhabi,Al Ain,Zakhir,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
3762,8/10/2020,Shop092,Abu Dhabi,Dubai,,DeliveryCompany01,Delivered,,AED 32.00,,SD,Abu Dhabi to Dubai,October,October
3758,8/10/2020,Shop051,Abu Dhabi,Abu Dhabi,Shakhbout,DeliveryCompany05,Delivered,,,,SD,Abu Dhabi to Abu Dhabi,October,October
3765,8/10/2020,Shop025,Sharjah,Al Ain,,DeliveryCompany01,Delivered,,,,SD,Sharjah to Al Ain,October,October
3775,8/10/2020,Shop093,Ajman,Ras Al Khaimah,Al Rams ,DeliveryCompany01,Delivered,AED 160.00,,,SD,Ajman to Ras Al Khaimah,October,October
3770,8/10/2020,Shop049,Abu Dhabi,Abu Dhabi,Al Reem Island,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Abu Dhabi,October,October
3760,8/10/2020,Shop035,Sharjah,Fujeirah,Kalba,DeliveryCompany02,Delivered,,,,SD,Sharjah to Fujeirah,October,October
3767,8/10/2020,Shop031,Abu Dhabi,Dubai,Dubai Hills,DeliveryCompany07,Delivered,,,,SD,Abu Dhabi to Dubai,October,October
3759,8/10/2020,Shop016,Dubai,Dubai,Jumeirah 2,DeliveryCompany01,Delivered,,AED 32.00,AED 32.00,SD,Dubai to Dubai,October,October
3771,8/10/2020,Shop061,Abu Dhabi,Ajman,,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Ajman,October,October
3769,8/10/2020,Shop023,Abu Dhabi,Al Ain,,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
3761,8/10/2020,Shop023,Abu Dhabi,Al Ain,,DeliveryCompany01,Delivered,,AED 32.00,,SD,Abu Dhabi to Al Ain,October,October
3774,8/10/2020,Shop090,Abu Dhabi,Dubai,Al Khawaneej ,DeliveryCompany02,Cancelled/Returned,,,,,Abu Dhabi to Dubai,October,October
3763,8/10/2020,Shop055,Abu Dhabi,Dubai,Al Rashidiya ,DeliveryCompany01,Delivered,,AED 32.00,,SD,Abu Dhabi to Dubai,October,October
3773,8/10/2020,Shop011,Sharjah,Abu Dhabi,"Saadiyat
",DeliveryCompany01,Delivered,,,,SD,Sharjah to Abu Dhabi,October,October
3776,8/10/2020,Shop085,Abu Dhabi,Al Ain,Al Batten,DeliveryCompany03,Delivered,,AED 50.00,AED 65.00,SD,Abu Dhabi to Al Ain,October,October
3755,8/10/2020,Shop088,Dubai,Ras Al Khaimah,Athn,DeliveryCompany02,Delivered,,,,SD,Dubai to Ras Al Khaimah,October,October
3756,8/10/2020,Shop088,Dubai,Fujeirah,Al Faisal,DeliveryCompany02,Delivered,,,,SD,Dubai to Fujeirah,October,October
3778,9/10/2020,Shop023,Abu Dhabi,Al Ain,Al Markhaniya,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
3783,9/10/2020,Shop013,Dubai,Abu Dhabi,Al Bahiya,DeliveryCompany01,Delivered,,,,SD,Dubai to Abu Dhabi,October,October
3787,9/10/2020,Shop011,Sharjah,Sharjah,Muwalih Commercial,DeliveryCompany01,Delivered,,,,SD,Sharjah to Sharjah,October,October
3776,9/10/2020,Shop023,Abu Dhabi,Al Ain,Al Dhahir,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
3784,9/10/2020,Shop013,Dubai,Sharjah,Al Ramaqiyah,DeliveryCompany04,Delivered,,,,SD,Dubai to Sharjah,October,October
3798,9/10/2020,Shop017,Dubai,Dubai,Al Satwa,DeliveryCompany01,Delivered,AED 305.00,AED 32.00,AED 45.00,SD,Dubai to Dubai,October,October
3779,9/10/2020,Shop028,Ajman,Abu Dhabi,Khalifa City ,DeliveryCompany01,Delivered,,,,SD,Ajman to Abu Dhabi,October,October
3785,9/10/2020,Shop044,Dubai,Sharjah,Al Khan,DeliveryCompany04,Delivered,,AED 35.00,AED 45.00,SD,Dubai to Sharjah,October,October
3780,9/10/2020,Shop028,Ajman,Abu Dhabi,Mina Street,DeliveryCompany01,Delivered,,,,SD,Ajman to Abu Dhabi,October,October
3794,9/10/2020,Shop089,Al Ain,Abu Dhabi,Al Shamkha,DeliveryCompany01,Delivered,,,,SD,Al Ain to Abu Dhabi,October,October
3793,9/10/2020,Shop025,Sharjah,Dubai,Marina Residence 3,DeliveryCompany04,Delivered,,,,SD,Sharjah to Dubai,October,October
3788,9/10/2020,Shop011,Sharjah,Dubai,Al Safa 1,DeliveryCompany01,Delivered,,AED 120.00,AED 150.00,SD,Sharjah to Dubai,October,October
3790,9/10/2020,Shop036,Dubai,Dubai,Nad Al Sheba 2,DeliveryCompany04,Delivered,AED 165.00,,,SD,Dubai to Dubai,October,October
3800,9/10/2020,Shop017,Sharjah,Dubai,Al Mihar,DeliveryCompany01,Delivered,,AED 50.00,AED 50.00,SD,Sharjah to Dubai,October,October
3781,9/10/2020,Shop001,Abu Dhabi,Al Ain,Falaj Hazza ,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
3786,9/10/2020,Shop011,Sharjah,Abu Dhabi,Sadiyyat,DeliveryCompany01,Delivered,,,,SD,Sharjah to Abu Dhabi,October,October
3792,9/10/2020,Shop082,Dubai,Abu Dhabi,Khalidiyah,DeliveryCompany01,Delivered,,,,SD,Dubai to Abu Dhabi,October,October
3791,9/10/2020,Shop082,Dubai,Abu Dhabi,Alreem Island,DeliveryCompany01,Delivered,,,,SD,Dubai to Abu Dhabi,October,October
3800,9/10/2020,Shop029,Abu Dhabi,Abu Dhabi,MBZ City,DeliveryCompany05,Delivered,,AED 18.00,AED 45.00,SD,Abu Dhabi to Abu Dhabi,October,October
3795,9/10/2020,Shop089,Al Ain,Umm Al Quwain,Al Humrah D,DeliveryCompany01,Delivered,,,,SD,Al Ain to Umm Al Quwain,October,October
3797,9/10/2020,Shop035,Sharjah,Abu Dhabi,Al Shamkha,DeliveryCompany01,Delivered,,,,SD,Sharjah to Abu Dhabi,October,October
3789,9/10/2020,Shop036,Dubai,Dubai,Nad Al Sheba 2,DeliveryCompany04,Delivered,,,,SD,Dubai to Dubai,October,October
3796,9/10/2020,Shop089,Al Ain,Abu Dhabi,Al Muror,DeliveryCompany01,Delivered,,,,SD,Al Ain to Abu Dhabi,October,October
3799,9/10/2020,Shop017,Dubai,Dubai,Al Satwa,DeliveryCompany01,Delivered,,AED 32.00,AED 45.00,SD,Dubai to Dubai,October,October
3777,9/10/2020,Shop023,Abu Dhabi,Al Ain,Zakhir,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
3782,9/10/2020,Shop001,Abu Dhabi,Al Ain,Al Dhair,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
3810,10/10/2020,Shop078,Dubai,Abu Dhabi,Al Shahama,DeliveryCompany01,Delivered,,,,SD,Dubai to Abu Dhabi,October,October
3821,10/10/2020,Shop017,Dubai,Dubai,Al Wasl,DeliveryCompany04,Delivered,AED 315.00,,,SD,Dubai to Dubai,October,October
3815,10/10/2020,Shop049,Abu Dhabi,Sharjah,Khorfakan,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Sharjah,October,October
3818,10/10/2020,Shop049,Abu Dhabi,Ajman,Mushairef,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Ajman,October,October
3801,10/10/2020,Shop085,Abu Dhabi,Al Ain,Al Maqam,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
3814,10/10/2020,Shop049,Abu Dhabi,Ras Al Khaimah,Al Dhait South ,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Ras Al Khaimah,October,October
3807,10/10/2020,Shop094,Sharjah,Abu Dhabi,Ban Yas,DeliveryCompany01,Delivered,,,,SD,Sharjah to Abu Dhabi,October,October
3819,10/10/2020,Shop095,Abu Dhabi,Dubai,Umm Suqiem 1,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Dubai,October,October
,10/10/2020,Shop017,Dubai,Abu Dhabi,Alnahda West,DeliveryCompany05,Delivered,,AED 18.00,,SD,Dubai to Abu Dhabi,October,October
3809,10/10/2020,Shop022,Abu Dhabi,Sharjah,,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Sharjah,October,October
3804,10/10/2020,Shop022,Abu Dhabi,Al Ain,Al Dhair,DeliveryCompany03,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
3808,10/10/2020,Shop096,Dubai,Dubai,Dubai The Palm,DeliveryCompany04,Delivered,,,,SD,Dubai to Dubai,October,October
3816,10/10/2020,Shop049,Abu Dhabi,Umm Al Quwain,Al Salamh,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Umm Al Quwain,October,October
3812,10/10/2020,Shop017,Dubai,Abu Dhabi,Khalifa Street,DeliveryCompany01,Delivered,,,,SD,Dubai to Abu Dhabi,October,October
3820,10/10/2020,Shop090,Dubai,Al Ain,Al Markhaniya,DeliveryCompany01,Delivered,,,,SD,Dubai to Al Ain,October,October
3811,10/10/2020,Shop017,Dubai,Abu Dhabi,New Al Falah,DeliveryCompany01,Delivered,,,,SD,Dubai to Abu Dhabi,October,October
3805,10/10/2020,Shop022,Abu Dhabi,Al Ain,Falaj Hazza ,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Al Ain,October,October
,10/10/2020,Shop017,Dubai,Al Ain,,DeliveryCompany03,Delivered,,AED 35.00,,SD,Dubai to Al Ain,October,October
,10/10/2020,Shop049,Sharjah,Dubai,n/a,DeliveryCompany03,Delivered,,,,SD,Sharjah to Dubai,October,October
3806,10/10/2020,Shop089,Al Ain,Abu Dhabi,Al Karama,DeliveryCompany01,Delivered,,,,SD,Al Ain to Abu Dhabi,October,October
3813,10/10/2020,Shop017,Dubai,Abu Dhabi,Al Reem Island,DeliveryCompany01,Delivered,,,,SD,Dubai to Abu Dhabi,October,October
3803,10/10/2020,Shop011,Sharjah,Dubai,,DeliveryCompany01,Delivered,,,,SD,Sharjah to Dubai,October,October
3802,10/10/2020,Shop025,Sharjah,Dubai,Al Barsha ,DeliveryCompany04,Delivered,,,,SD,Sharjah to Dubai,October,October
3817,10/10/2020,Shop049,Abu Dhabi,Ras Al Khaimah,Al Dhait South ,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Ras Al Khaimah,October,October
3831,11/10/2020,Shop029,Dubai,Abu Dhabi,Al Murror,DeliveryCompany01,Delivered,,,,SD,Dubai to Abu Dhabi,October,October
3825,11/10/2020,Shop016,Dubai,Dubai,Arabian Ranches,DeliveryCompany01,Delivered,,,,SD,Dubai to Dubai,October,October
3829,11/10/2020,Shop003,Abu Dhabi,Dubai,,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Dubai,October,October
3832,11/10/2020,Shop097,Abu Dhabi,Dubai,Altwar 3,DeliveryCompany01,Delivered,,,,SD,Abu Dhabi to Dubai,October,October
3822,11/10/2020,Shop008,Dubai,Ajman,,DeliveryCompany04,Delivered,AED 274.00,,,SD,Dubai to Ajman,October,October
,11/10/2020,Shop025,Sharjah,Ras Al Khaimah,,Unknown,Not Assigned,,,,,Sharjah to Ras Al Khaimah,October,October
